customer_id,name,gender,age,category,phone
C00470,Anjali,Female,3,Children,9366906943
C00471,Rahul,Male,13,Men,9662704731
C00472,Arjun,Male,29,Men,9100555397
C00473,Amit,Male,71,Aged,9455723448
C00474,Aisha,Female,74,Aged,9265804410
C00475,Aisha,Female,9,Children,9615969534
C00476,Arjun,Male,20,Men,9861378713
C00477,Riya,Female,24,Women,9743088789
C00478,Anjali,Female,42,Women,9978289430
C00479,Amit,Male,7,Children,9910340952
C00480,Riya,Female,7,Children,9295193427
C00481,Priya,Female,69,Aged,9413988355
C00482,Karan,Male,13,Men,9656728907
C00483,Ankit,Male,41,Men,9380282937
C00484,Neha,Female,27,Women,9891037545
C00485,Riya,Female,60,Aged,9297456899
C00486,Kavita,Female,28,Women,9955218609
C00487,Nikhil,Male,55,Aged,9173701311
C00488,Kavita,Female,71,Aged,9859546158
C00489,Riya,Female,48,Women,9398877432
C00490,Neha,Female,23,Women,9393831515
C00491,Arjun,Male,3,Children,9427246791
C00492,Kavita,Female,68,Aged,9893844465
C00493,Amit,Male,41,Men,9136853694
C00494,Neha,Female,63,Aged,9584690724
C00495,Nikhil,Male,32,Men,9575830693
C00496,Riya,Female,75,Aged,9644331182
C00497,Suresh,Male,10,Children,9312007476
C00498,Amit,Male,10,Children,9893847049
C00499,Simran,Female,57,Aged,9851687875
C00500,Ankit,Male,14,Men,9945071410
C00501,Riya,Female,38,Women,9169879564
C00502,Suresh,Male,37,Men,9220951851
C00503,Suresh,Male,55,Aged,9883729475
C00504,Riya,Female,27,Women,9379686360
C00505,Arjun,Male,23,Men,9975086851
C00506,Aisha,Female,38,Women,9625282778
C00507,Rahul,Male,35,Men,9406834928
C00508,Arjun,Male,55,Aged,9272057878
C00509,Simran,Female,68,Aged,9868997079
C00510,Aisha,Female,58,Aged,9115549315
C00511,Pooja,Female,37,Women,9516595820
C00512,Meena,Female,66,Aged,9961728724
C00513,Simran,Female,60,Aged,9194357327
C00514,Imran,Male,51,Men,9539273139
C00515,Neha,Female,53,Women,9363839640
C00516,Kavita,Female,18,Women,9920316566
C00517,Riya,Female,15,Women,9515942815
C00518,Ankit,Male,72,Aged,9618793152
C00519,Riya,Female,61,Aged,9200356903
C00520,Meena,Female,48,Women,9566641497
C00521,Nikhil,Male,25,Men,9709924889
C00522,Amit,Male,59,Aged,9201846377
C00523,Amit,Male,38,Men,9913901367
C00524,Meena,Female,19,Women,9870184433
C00525,Riya,Female,64,Aged,9542640599
C00526,Riya,Female,35,Women,9388065584
C00527,Karan,Male,24,Men,9688133714
C00528,Imran,Male,34,Men,9767005407
C00529,Aisha,Female,73,Aged,9103540054
C00530,Ankit,Male,27,Men,9840051323
C00531,Karan,Male,50,Men,9442920069
C00532,Kavita,Female,28,Women,9302002033
C00533,Riya,Female,63,Aged,9547132104
C00534,Rahul,Male,18,Men,9819120781
C00535,Riya,Female,20,Women,9557401902
C00536,Imran,Male,21,Men,9941372965
C00537,Suresh,Male,62,Aged,9670825794
C00538,Vikas,Male,3,Children,9807270268
C00539,Pooja,Female,21,Women,9877990932
C00540,Arjun,Male,64,Aged,9327280117
C00541,Kavita,Female,10,Children,9106815339
C00542,Sneha,Female,70,Aged,9203198088
C00543,Pooja,Female,33,Women,9213854121
C00544,Priya,Female,20,Women,9144873536
C00545,Riya,Female,25,Women,9950975853
C00546,Priya,Female,56,Aged,9525647957
C00547,Riya,Female,68,Aged,9349409016
C00548,Nikhil,Male,65,Aged,9937354696
C00549,Imran,Male,56,Aged,9383293839
C00550,Sneha,Female,11,Children,9367226002
C00551,Ankit,Male,57,Aged,9364183707
C00552,Sneha,Female,35,Women,9421193679
C00553,Pooja,Female,5,Children,9563844174
C00554,Priya,Female,53,Women,9103985444
C00555,Pooja,Female,19,Women,9236078226
C00556,Vikas,Male,44,Men,9561834864
C00557,Imran,Male,75,Aged,9974708383
C00558,Imran,Male,28,Men,9701755595
C00559,Sneha,Female,71,Aged,9290819051
C00560,Sneha,Female,32,Women,9974877618
C00561,Anjali,Female,69,Aged,9972235203
C00562,Simran,Female,10,Children,9303202918
C00563,Neha,Female,7,Children,9290415070
C00564,Vikas,Male,17,Men,9753524983
C00565,Meena,Female,6,Children,9687299427
C00566,Vikas,Male,68,Aged,9499227647
C00567,Priya,Female,34,Women,9287652621
C00568,Ankit,Male,41,Men,9839777699
C00569,Suresh,Male,65,Aged,9930159927
C00570,Anjali,Female,66,Aged,9891711384
C00571,Kavita,Female,49,Women,9523500559
C00572,Amit,Male,6,Children,9596726442
C00573,Pooja,Female,9,Children,9829012972
C00574,Ankit,Male,17,Men,9696627374
C00575,Neha,Female,44,Women,9351934633
C00576,Suresh,Male,57,Aged,9271899398
C00577,Meena,Female,40,Women,9573568411
C00578,Ankit,Male,37,Men,9415707945
C00579,Neha,Female,66,Aged,9517504803
C00580,Meena,Female,26,Women,9226384906
C00581,Kavita,Female,45,Women,9992226737
C00582,Meena,Female,21,Women,9534651837
C00583,Nikhil,Male,47,Men,9527000086
C00584,Ankit,Male,59,Aged,9558899025
C00585,Aisha,Female,16,Women,9752309129
C00586,Aisha,Female,28,Women,9791909713
C00587,Anjali,Female,60,Aged,9351065111
C00588,Amit,Male,73,Aged,9292146911
C00589,Anjali,Female,40,Women,9695605555
C00590,Sneha,Female,52,Women,9139784814
C00591,Rohit,Male,51,Men,9658493229
C00592,Kavita,Female,38,Women,9639869422
C00593,Meena,Female,23,Women,9630594870
C00594,Simran,Female,25,Women,9526607832
C00595,Neha,Female,60,Aged,9317400052
C00596,Riya,Female,14,Women,9665652122
C00597,Arjun,Male,57,Aged,9527540535
C00598,Simran,Female,44,Women,9857887990
C00599,Suresh,Male,9,Children,9906286203
C00600,Sneha,Female,32,Women,9768070681
C00601,Sneha,Female,52,Women,9886164787
C00602,Suresh,Male,63,Aged,9348002214
C00603,Anjali,Female,29,Women,9312082744
C00604,Sneha,Female,31,Women,9531839010
C00605,Imran,Male,67,Aged,9696342464
C00606,Suresh,Male,51,Men,9585987832
C00607,Amit,Male,4,Children,9666085430
C00608,Neha,Female,56,Aged,9657428102
C00609,Nikhil,Male,41,Men,9469714178
C00610,Rahul,Male,19,Men,9929891964
C00611,Priya,Female,17,Women,9420568699
C00612,Rahul,Male,45,Men,9828615587
C00613,Arjun,Male,17,Men,9657136595
C00614,Suresh,Male,60,Aged,9371199009
C00615,Suresh,Male,9,Children,9735170701
C00616,Riya,Female,60,Aged,9261800205
C00617,Meena,Female,16,Women,9693551587
C00618,Meena,Female,14,Women,9710533803
C00619,Rohit,Male,5,Children,9870997254
C00620,Priya,Female,22,Women,9758522541
C00621,Arjun,Male,63,Aged,9434962844
C00622,Simran,Female,30,Women,9726846267
C00623,Anjali,Female,47,Women,9843670075
C00624,Ankit,Male,10,Children,9838895747
C00625,Simran,Female,73,Aged,9266692384
C00626,Simran,Female,10,Children,9345319648
C00627,Sneha,Female,72,Aged,9549806438
C00628,Amit,Male,28,Men,9787525027
C00629,Simran,Female,31,Women,9825904481
C00630,Imran,Male,5,Children,9405198278
C00631,Imran,Male,47,Men,9680185154
C00632,Sneha,Female,9,Children,9926559666
C00633,Nikhil,Male,17,Men,9533253518
C00634,Anjali,Female,66,Aged,9305369545
C00635,Pooja,Female,67,Aged,9200094295
C00636,Suresh,Male,10,Children,9138941230
